Pos,Baliza1,Baliza2,Baliza3,Baliza4,Baliza5,Baliza6,Baliza7,Baliza8,Baliza9,Baliza10,Baliza11,Baliza12,Baliza13
M06,NA,NA,NA,NA,-81,-83,NA,NA,NA,NA,NA,NA,NA
L06,NA,NA,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA,NA
L06,NA,NA,NA,NA,-79,NA,NA,NA,NA,NA,NA,NA,NA
L06,NA,NA,NA,NA,-81,NA,NA,NA,NA,NA,NA,NA,NA
L06,NA,NA,NA,NA,-82,NA,NA,NA,NA,NA,NA,NA,NA
L06,NA,NA,NA,NA,-79,-80,NA,NA,NA,NA,NA,NA,NA
L06,NA,NA,NA,NA,-73,NA,NA,NA,NA,NA,NA,NA,NA
L06,NA,NA,NA,NA,NA,-81,NA,NA,NA,NA,NA,NA,NA
L06,NA,NA,NA,NA,-78,-75,NA,NA,NA,NA,NA,NA,NA
L06,NA,NA,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA
K06,NA,NA,NA,NA,NA,-81,NA,NA,NA,NA,NA,NA,NA
K06,NA,NA,NA,NA,-79,-77,NA,NA,NA,NA,NA,NA,NA
K06,NA,NA,NA,NA,-72,NA,NA,NA,NA,NA,NA,NA,NA
K06,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K06,NA,-78,NA,NA,-76,NA,NA,NA,NA,NA,NA,NA,NA
K06,NA,-76,NA,NA,-74,NA,NA,NA,NA,NA,NA,NA,NA
J06,NA,-78,NA,NA,NA,NA,NA,-79,NA,NA,NA,NA,NA
J06,NA,-71,NA,NA,-75,NA,NA,NA,NA,NA,NA,NA,NA
J06,NA,-73,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA,NA
J06,NA,-75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J06,NA,-79,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA,NA
J06,NA,-72,NA,NA,NA,NA,NA,-78,NA,NA,NA,NA,NA
I06,NA,-74,NA,NA,-80,NA,NA,-78,NA,NA,NA,NA,NA
I06,NA,-74,NA,NA,-80,NA,NA,-80,NA,NA,NA,NA,NA
I06,NA,-70,NA,NA,-73,NA,NA,-82,NA,NA,NA,NA,NA
I06,NA,-70,NA,NA,-81,NA,NA,-79,NA,NA,NA,NA,NA
I06,NA,-69,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA,NA
I06,NA,-67,NA,NA,-81,NA,NA,NA,NA,NA,NA,NA,NA
F08,-71,-198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F08,-68,-198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I04,NA,-69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I04,NA,-73,NA,NA,NA,-80,NA,NA,NA,NA,NA,NA,NA
J04,NA,-60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J04,NA,-59,NA,NA,-79,NA,NA,NA,NA,NA,NA,NA,NA
J04,NA,-66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J04,NA,-64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J02,NA,-72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J02,NA,-77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J07,NA,NA,NA,NA,-63,NA,NA,NA,NA,NA,NA,NA,NA
J07,NA,NA,NA,NA,-60,NA,NA,-78,NA,NA,NA,NA,NA
J07,NA,NA,NA,NA,-61,NA,NA,NA,NA,NA,NA,NA,NA
J07,NA,NA,NA,NA,-61,NA,NA,NA,NA,NA,NA,NA,NA
I07,NA,NA,NA,NA,-66,NA,NA,NA,NA,NA,NA,NA,NA
I07,NA,-82,NA,NA,-68,NA,NA,-83,NA,NA,NA,NA,NA
I07,NA,-79,NA,NA,-68,NA,NA,-77,NA,NA,NA,NA,NA
I07,NA,NA,NA,NA,-74,NA,NA,-79,NA,NA,NA,NA,NA
I10,NA,NA,NA,NA,NA,NA,NA,-68,NA,-81,NA,NA,NA
I10,NA,NA,NA,NA,NA,NA,NA,-72,NA,-80,NA,NA,NA
I10,NA,NA,NA,NA,-78,NA,NA,-70,NA,NA,NA,NA,NA
I10,NA,NA,NA,NA,NA,NA,NA,-61,NA,NA,NA,NA,NA
J10,NA,NA,NA,NA,NA,NA,NA,-63,NA,NA,NA,NA,NA
J10,NA,NA,NA,NA,-77,NA,NA,-64,NA,NA,NA,NA,NA
D15,NA,NA,NA,NA,NA,NA,NA,NA,-56,NA,NA,NA,NA
D15,NA,NA,NA,NA,NA,NA,NA,NA,-55,NA,NA,NA,NA
D15,NA,NA,NA,NA,NA,NA,NA,NA,-58,NA,NA,NA,NA
D15,NA,NA,NA,NA,NA,NA,NA,NA,-58,NA,NA,NA,NA
E15,NA,NA,NA,NA,NA,NA,NA,NA,-77,NA,NA,NA,NA
E15,NA,NA,NA,NA,NA,NA,NA,NA,-71,NA,NA,NA,NA
G15,NA,NA,NA,NA,NA,NA,NA,NA,NA,-78,NA,NA,NA
G15,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79,NA,NA,NA
J15,NA,NA,NA,NA,NA,NA,NA,NA,NA,-66,-85,NA,NA
J15,NA,NA,NA,NA,NA,NA,NA,NA,NA,-61,-75,NA,NA
L15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-69,NA,NA
L15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73,-79,NA
L15,NA,NA,NA,NA,NA,NA,NA,NA,NA,-78,NA,-81,-81
L15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-71,-82,NA
L15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81,-81,NA
R15,NA,NA,NA,NA,NA,NA,NA,-79,NA,NA,NA,-66,NA
R15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-61,NA
R15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-68,-79
R15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-68,NA
T15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-76
T15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81,-81
W15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-199,-61
W15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-199,-62
W15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75
W15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-199,-71
W15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-199,-67
W15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75
I07,NA,NA,NA,NA,-72,NA,NA,NA,NA,NA,NA,NA,NA
I07,NA,NA,NA,NA,-72,NA,NA,NA,NA,NA,NA,NA,NA
I07,NA,NA,NA,NA,-72,NA,-84,NA,NA,NA,NA,NA,NA
I07,NA,-80,NA,NA,-72,NA,NA,NA,NA,NA,NA,NA,NA
I08,-73,-198,NA,NA,NA,NA,NA,-73,NA,NA,NA,NA,NA
I03,NA,-72,NA,NA,-79,NA,NA,NA,NA,NA,NA,NA,NA
I04,NA,-73,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA
I05,NA,-79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I05,NA,-79,NA,NA,-81,NA,NA,NA,NA,NA,NA,NA,NA
I05,NA,-73,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA
I06,NA,-75,NA,NA,-75,NA,NA,NA,NA,NA,NA,NA,NA
I06,NA,-76,NA,NA,-75,NA,NA,NA,NA,NA,NA,NA,NA
I06,NA,-81,NA,NA,-70,NA,NA,NA,NA,NA,NA,NA,NA
I06,NA,-81,NA,NA,-70,NA,NA,NA,NA,NA,NA,NA,NA
I07,NA,-76,NA,NA,-81,NA,NA,-78,NA,NA,NA,NA,NA
I08,NA,NA,NA,NA,NA,NA,NA,-75,NA,NA,NA,NA,NA
I08,-78,-198,NA,NA,-78,NA,NA,-77,NA,NA,NA,NA,NA
I08,-80,-198,NA,NA,-80,NA,NA,-79,NA,NA,NA,NA,NA
I08,NA,-78,NA,NA,-79,NA,NA,NA,NA,NA,NA,NA,NA
I08,NA,-74,NA,NA,-78,NA,NA,-81,NA,NA,NA,NA,NA
I08,NA,-76,NA,NA,-79,NA,NA,NA,NA,NA,NA,NA,NA
I06,NA,-77,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA
I06,NA,-72,NA,NA,-75,NA,NA,NA,NA,NA,NA,NA,NA
I06,NA,-77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J06,NA,-72,NA,NA,-76,NA,NA,NA,NA,NA,NA,NA,NA
J06,NA,-68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J06,NA,-71,NA,NA,-69,NA,NA,NA,NA,NA,NA,NA,NA
J06,NA,-74,NA,NA,-70,NA,NA,NA,NA,NA,NA,NA,NA
J07,NA,NA,NA,NA,-74,-80,NA,NA,NA,NA,NA,NA,NA
J07,NA,NA,NA,NA,-73,NA,NA,NA,NA,NA,NA,NA,NA
J07,NA,NA,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA,NA
J07,NA,-80,NA,NA,-73,NA,NA,NA,NA,NA,NA,NA,NA
J08,NA,-83,NA,NA,-74,NA,NA,-75,NA,NA,NA,NA,NA
J08,NA,NA,NA,NA,-72,NA,NA,-80,NA,NA,NA,NA,NA
J08,NA,NA,NA,NA,-74,NA,NA,NA,NA,NA,NA,NA,NA
I01,NA,-69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I01,NA,-69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I01,NA,-69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I02,NA,-74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I02,NA,NA,NA,NA,-80,NA,NA,NA,NA,NA,NA,NA,NA
I02,NA,-77,NA,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA
I02,NA,-62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I03,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I01,NA,-74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I01,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I01,NA,-66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I01,NA,-71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I01,NA,-75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I01,NA,-69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J01,NA,-67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J01,NA,NA,NA,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA
J01,NA,-65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J01,NA,-78,NA,NA,NA,-80,NA,NA,NA,NA,NA,NA,NA
I02,NA,-64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I02,NA,-66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I02,NA,-65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I02,NA,-65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I02,NA,-66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I02,NA,-73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J02,NA,-71,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J02,NA,-72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J02,NA,-74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J02,NA,-67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K01,NA,NA,NA,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA
K02,NA,-83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K02,NA,-80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K02,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01,NA,NA,-80,NA,NA,-80,NA,NA,NA,NA,NA,NA,NA
L01,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01,NA,-80,-79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L02,NA,NA,NA,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA
L02,NA,NA,NA,NA,NA,-80,NA,NA,NA,NA,NA,NA,NA
L02,NA,NA,NA,NA,NA,-80,NA,NA,NA,NA,NA,NA,NA
M01,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M01,NA,NA,-76,NA,NA,-80,NA,NA,NA,NA,NA,NA,NA
M01,NA,NA,-79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M01,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M01,NA,NA,-79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M02,NA,NA,-80,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA
M02,NA,NA,NA,NA,NA,-75,NA,NA,NA,NA,NA,NA,NA
M02,NA,NA,NA,NA,NA,-75,NA,NA,NA,NA,NA,NA,NA
M02,NA,NA,NA,NA,NA,-74,NA,NA,NA,NA,NA,NA,NA
M02,NA,NA,-80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M02,NA,NA,-75,NA,NA,-75,NA,NA,NA,NA,NA,NA,NA
M02,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N01,NA,NA,NA,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA
N01,NA,NA,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N01,NA,-80,-79,NA,NA,-73,NA,NA,NA,NA,NA,NA,NA
N01,NA,NA,NA,NA,NA,-72,NA,NA,NA,NA,NA,NA,NA
N01,NA,NA,-79,NA,NA,-72,NA,NA,NA,NA,NA,NA,NA
N01,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N02,NA,NA,-79,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA
N02,NA,NA,-76,NA,NA,-74,NA,NA,NA,NA,NA,NA,NA
N02,NA,NA,-78,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA
N02,NA,NA,NA,NA,NA,-76,NA,NA,NA,NA,NA,NA,NA
N02,NA,NA,-72,NA,NA,-76,NA,NA,NA,NA,NA,NA,NA
N02,NA,NA,-79,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA
O01,NA,NA,NA,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA
O02,NA,NA,NA,NA,NA,-81,NA,NA,NA,NA,NA,NA,NA
O02,NA,NA,NA,NA,-80,NA,NA,NA,NA,NA,NA,NA,NA
I03,NA,-69,NA,-86,NA,-87,NA,NA,NA,NA,NA,NA,NA
I03,NA,NA,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA
I03,NA,-75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I07,NA,-74,NA,NA,-72,NA,NA,NA,NA,NA,NA,NA,NA
I07,-78,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I07,NA,NA,NA,NA,-73,NA,NA,NA,NA,NA,NA,NA,NA
I07,-81,-198,NA,NA,-78,NA,NA,-77,NA,NA,NA,NA,NA
I08,-81,-198,NA,NA,-73,-84,NA,-77,NA,NA,NA,NA,NA
I08,-81,-198,NA,NA,-76,NA,NA,-74,NA,NA,NA,NA,NA
I08,NA,NA,NA,NA,-80,NA,NA,NA,NA,NA,NA,NA,NA
I08,NA,NA,NA,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA
I08,-79,-198,NA,NA,NA,NA,NA,-79,NA,NA,NA,NA,NA
I09,-78,-198,NA,NA,-73,NA,NA,-67,NA,NA,NA,NA,NA
I09,NA,NA,NA,NA,-74,-78,NA,-71,NA,NA,NA,NA,NA
I09,NA,NA,NA,NA,-76,NA,NA,-65,NA,NA,NA,NA,NA
I09,NA,-85,NA,NA,NA,NA,NA,-71,NA,NA,NA,NA,NA
I10,NA,NA,NA,NA,NA,NA,NA,-70,NA,NA,NA,NA,NA
I10,NA,NA,NA,NA,NA,NA,NA,-73,NA,NA,NA,NA,NA
I10,NA,NA,NA,NA,NA,-77,NA,-73,NA,-81,NA,NA,NA
D15,NA,NA,NA,NA,NA,NA,NA,NA,-60,NA,NA,NA,NA
J01,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J01,NA,-71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K01,NA,NA,NA,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA
K01,NA,NA,NA,NA,NA,-81,NA,NA,NA,NA,NA,NA,NA
K02,NA,-72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K03,NA,NA,-82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K03,NA,-79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K03,NA,-79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K04,NA,-75,-80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D15,NA,NA,NA,NA,NA,NA,NA,NA,-72,NA,NA,NA,NA
D15,NA,NA,NA,NA,NA,NA,NA,NA,-75,NA,NA,NA,NA
D14,NA,NA,NA,NA,NA,NA,NA,NA,-65,NA,NA,NA,NA
D14,NA,NA,NA,NA,NA,NA,NA,NA,-70,NA,NA,NA,NA
D13,NA,NA,NA,NA,NA,NA,NA,NA,-73,NA,NA,NA,NA
D13,NA,NA,NA,NA,NA,NA,NA,NA,-77,NA,NA,NA,NA
D13,NA,NA,NA,NA,NA,NA,NA,NA,-81,NA,NA,NA,NA
J08,NA,-84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J07,NA,NA,NA,NA,-66,NA,NA,NA,NA,NA,NA,NA,NA
J07,NA,NA,-84,NA,-68,NA,NA,NA,NA,NA,NA,NA,NA
J07,NA,NA,NA,NA,-73,NA,NA,NA,NA,NA,NA,NA,NA
J07,NA,NA,NA,NA,-69,NA,NA,NA,NA,NA,NA,NA,NA
J07,NA,-74,NA,NA,-71,NA,NA,NA,NA,NA,NA,NA,NA
J06,NA,-80,NA,NA,-76,NA,NA,-81,NA,NA,NA,NA,NA
J06,NA,NA,NA,NA,-75,NA,NA,NA,NA,NA,NA,NA,NA
J06,NA,-76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J05,NA,-59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J05,NA,-62,NA,NA,-83,NA,NA,NA,NA,NA,NA,NA,NA
J05,NA,-62,NA,NA,-76,NA,NA,NA,NA,NA,NA,NA,NA
J04,NA,-65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J04,NA,-64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J04,NA,-79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J04,NA,-71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J03,NA,-67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J03,NA,-66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J03,NA,-67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J03,NA,-76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J03,NA,-71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J02,NA,-72,-79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J02,NA,-75,-80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J02,NA,-68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J02,NA,-76,-77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J01,NA,-80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J01,NA,-75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K04,NA,-72,-74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K04,NA,-73,-80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K04,NA,-74,-80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K05,NA,-73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K05,NA,-80,-79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K05,NA,-70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K05,NA,NA,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA,NA
K06,NA,-77,NA,NA,-78,-77,NA,NA,NA,NA,NA,NA,NA
K06,NA,NA,NA,NA,-75,-78,NA,NA,NA,NA,NA,NA,NA
K06,NA,-81,NA,NA,-75,NA,NA,NA,NA,NA,NA,NA,NA
K06,NA,NA,NA,NA,-73,-76,NA,NA,NA,NA,NA,NA,NA
K07,NA,NA,NA,NA,-73,-77,NA,NA,NA,NA,NA,NA,NA
K07,NA,NA,NA,NA,-72,-77,NA,NA,NA,NA,NA,NA,NA
K07,NA,NA,NA,NA,-80,NA,NA,NA,NA,NA,NA,NA,NA
K07,NA,NA,NA,NA,-75,-75,NA,-81,NA,NA,NA,NA,NA
K07,NA,NA,NA,NA,-76,-76,NA,NA,NA,NA,NA,NA,NA
K08,NA,NA,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA
K08,NA,NA,NA,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA
K08,NA,NA,NA,NA,-77,-78,NA,NA,NA,NA,NA,NA,NA
K08,NA,NA,NA,NA,-78,-76,NA,NA,NA,NA,NA,NA,NA
K08,NA,NA,NA,NA,-79,NA,NA,NA,NA,NA,NA,NA,NA
N15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-67,NA,NA
N15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-62,NA,NA
N15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79,-80,NA
N15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-76,NA,NA
P15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81,NA
P15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-78,NA
P15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-74,NA
R15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-61,NA
R15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-63,NA
I15,NA,NA,NA,NA,NA,NA,NA,NA,NA,-78,NA,NA,NA
I15,NA,NA,NA,NA,NA,NA,NA,NA,-77,-75,NA,NA,NA
I15,NA,NA,NA,NA,NA,NA,NA,NA,-78,-72,NA,NA,NA
I15,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72,NA,NA,NA
I15,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72,NA,NA,NA
J15,NA,NA,NA,NA,NA,NA,NA,NA,-81,-77,NA,NA,NA
J15,NA,NA,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA
J15,NA,NA,NA,NA,NA,NA,NA,NA,NA,-69,NA,NA,NA
J15,NA,NA,NA,NA,NA,NA,NA,NA,NA,-65,NA,NA,NA
N15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-69,NA,NA
N15,NA,NA,NA,NA,NA,NA,NA,NA,NA,-77,-61,NA,NA
N15,NA,NA,NA,NA,NA,NA,NA,NA,NA,-78,-59,NA,NA
N15,NA,NA,NA,NA,NA,NA,NA,NA,NA,-78,-64,NA,NA
S15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82
S15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-78
S15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-78
T15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81
T15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-87
T15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-85
U15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-77
U15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79,NA,-81
U15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81
U15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79
U15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79
V15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81
V15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-77
V15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-64
V15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-60
V15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-63
V15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-67
V15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-63
V15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-65
W15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-71
W15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-59
W15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-62
W15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-71
W15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-66
S01,NA,NA,NA,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,NA,NA,NA,-82,NA,NA,NA,NA,NA,NA,NA,NA,NA
S02,NA,NA,NA,-76,NA,NA,NA,NA,NA,NA,NA,NA,NA
S02,NA,NA,NA,-82,NA,NA,NA,NA,NA,NA,NA,NA,NA
S02,NA,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA
S02,NA,NA,NA,-79,NA,NA,NA,NA,NA,NA,NA,NA,NA
S02,NA,NA,NA,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA
S02,NA,NA,NA,-79,NA,NA,NA,NA,NA,NA,NA,NA,NA
S02,NA,NA,NA,-80,NA,NA,NA,NA,NA,NA,NA,NA,NA
S03,NA,NA,NA,-76,NA,NA,NA,NA,NA,NA,NA,NA,NA
S03,NA,NA,NA,-75,NA,NA,NA,NA,NA,NA,NA,NA,NA
S03,NA,NA,NA,-84,NA,NA,NA,NA,NA,NA,NA,NA,NA
S03,NA,NA,NA,-75,NA,NA,NA,NA,NA,NA,NA,NA,NA
S03,NA,NA,-78,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA
S03,NA,NA,-82,-70,NA,NA,NA,NA,NA,NA,NA,NA,NA
S04,NA,NA,NA,-75,NA,NA,NA,NA,NA,NA,NA,NA,NA
S04,NA,NA,-80,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA
S04,NA,NA,NA,-70,NA,NA,NA,NA,NA,NA,NA,NA,NA
S04,NA,NA,NA,-67,NA,NA,NA,NA,NA,NA,NA,NA,NA
S04,NA,NA,NA,-57,NA,NA,NA,NA,NA,NA,NA,NA,NA
S04,NA,NA,NA,-57,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05,NA,NA,NA,-63,NA,NA,NA,NA,NA,NA,NA,NA,NA
